,playlist,name,_likelihood,_popularity,distance
299,Bob Dylan - Blonde On Blonde,"['Cycles of Existential Rhyme' ""Rachel's Song""
 'Powderfinger - 2016 Remaster' 'The Valley Road' 'Night In Tunisia']",[209.62454227 203.08532377 199.83767686 199.12247277 193.13365271],[67.06686257 66.20244611 64.30382971 64.88734333 62.34687189],[0.31993803 0.32598341 0.32178031 0.3258665  0.32281724]
300,KONGOS – Lunatic,"[""I'll Be Creeping""
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001'
 'Might As Well Get Stoned' 'Ride Captain Ride' 'Midnight Blue']",[424.49363979 400.43754756 394.67417897 386.60671122 378.48281943],[61.35309178 56.63124323 59.86511263 57.69694201 56.32649362],[0.14453242 0.14142341 0.15168236 0.14923937 0.1488218 ]
301,Shaun White Snowboarding,"['I Came As a Rat' ""I've Always Been Crazy"" ""I've Always Been Crazy""
 'I Could Have Been a Dreamer' 'I Wanna Be Your Dog']",[170.24047642 162.17600972 161.6555583  161.56787261 148.5330957 ],[61.91049856 59.75407181 59.69027694 60.16121545 54.06882323],[0.36366497 0.36845198 0.36924358 0.37235878 0.36401869]
302,All We Are — All We Are,"['May This Be Love' ""Daddy's Song"" ""Time's Up"" 'Train Man' 'Mind']",[171.02116878 166.74909291 166.31978873 164.5351566  160.44754295],[67.42047906 66.382189   67.32190205 65.94833161 64.13878925],[0.394223   0.39809625 0.40477385 0.40081605 0.39974928]
303,First Aid Kit – The Big Black And The Blue,"['Witchy Woman - 2013 Remaster' 'Witchy Woman - 2013 Remaster'
 'Witchy Woman - 2013 Remaster'
 'Just Dropped In (To See What Condition My Condition Is In)' 'Lonely']",[239.97603695 239.97603695 239.97603695 239.9410762  238.54994261],[67.55321359 67.55321359 67.55321359 68.38858256 69.23183248],[0.28149983 0.28149983 0.28149983 0.2850224  0.29021945]
304,Starlings Sky1 2,"['Harness Your Hopes - (B-side)' 'Might As Well Get Stoned'
 'Wrong to Love You' 'Oh Yeah!' 'Frank Sinatra']",[239.984979   229.35659791 227.94988579 227.64717715 225.73508364],[67.12038708 59.86511263 64.21026433 63.86274595 63.45590865],[0.27968578 0.26101326 0.28168588 0.28053388 0.28110787]
305,lotus11,"['Loneliness Loneliness' 'San Franciscan Nights' 'Superboy & Supergirl'
 'All of Me' 'Once I Had a Sweetheart']",[219.03587634 215.01585441 212.58459858 212.37092384 208.06353952],[65.97869849 67.73726972 67.43607366 64.50847413 62.03426066],[0.30122325 0.31503384 0.31721994 0.3037538  0.29815056]
306,Rhye - Woman,"['Blue Pepper (Far East of the Blues)' 'Fire And The Thud'
 'Ends of the Earth' 'Shame on the Night' 'Valentine']",[153.67861625 153.48990989 149.57871521 147.94876994 147.36812424],[63.59892153 62.2005895  61.45570745 59.44511687 60.67676188],[0.41384366 0.4052422  0.41085864 0.40179528 0.411736  ]
307,BAND: Hilary Duff,"['Harness Your Hopes - (B-side)' 'May This Be Love' 'Train Man' 'Mind'
 'Might As Well Get Stoned']",[161.57773792 158.10114297 157.39631186 149.64901171 137.64688894],[67.12038708 67.42047906 65.94833161 64.13878925 59.86511263],[0.41540616 0.42643891 0.41899541 0.42859481 0.43491802]
308,Deep Synth,"['Wrong to Love You' 'Frank Sinatra' 'Frank Sinatra' 'Frank Sinatra'
 'Oh Yeah!']",[194.33226181 192.40036373 192.40036373 191.63245463 191.05238865],[64.21026433 63.41380338 63.41380338 63.45590865 63.86274595],[0.33041485 0.32959295 0.32959295 0.33113341 0.33426824]
309,Back Gravel Road,"[""Don't Need No Reason"" ""You're My Best Friend"" 'Ride Captain Ride'
 'Change My Ways' 'All Those Years Ago - Remastered 2004']",[190.74232697 185.5737432  162.69108411 162.0726628  150.33611641],[67.69916023 65.43612454 57.69694201 56.57383198 53.47791164],[0.35492468 0.35261521 0.35464108 0.34906462 0.35572232]
310,Yorba,"[""You're My Best Friend"" 'The New World' 'Just Like Me'
 'Ride Captain Ride'
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001']",[234.94748139 234.81069624 219.6082332  207.95859065 207.78848242],[65.43612454 64.70030128 61.2270818  57.69694201 56.63124323],[0.27851384 0.27554239 0.2788014  0.27744438 0.27254274]
311,Litfiba – 17 Re,"['Tango' 'Pyare Pyare Sapne Hamare' 'Man Bhavan Sawan Aaya'
 'Una Vida - Remasterizado' 'Main Hoon Bharat Ki Naar - Instrumental']",[         inf 482.53130375 472.04903112 411.73341857 375.93685078],[61.87232404 62.38949752 59.57193069 56.96036444 54.08750514],[0.         0.12929627 0.12619861 0.13834283 0.14387391]
312,party shit,"['This Is Not a Love Song' 'No One Gets The Prize'
 'I Could Have Been a Dreamer'
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001'
 'I Wanna Be Your Dog']",[272.63148107 272.25883348 260.21323421 260.02978745 233.04887548],[62.34040146 59.56487769 60.16121545 56.63124323 54.06882323],[0.22866179 0.21878033 0.23119968 0.21778752 0.23200637]
313,Love/Hate - Wasted In American,"['Camo Bikini' 'All I Want' 'Good Life' 'Good Life'
 'Flesh For Fantasy - Remastered']",[218.19102825 208.56152862 181.83511329 180.88491067 175.31573415],[67.7844493  67.24045494 58.54263612 57.09947142 56.32934815],[0.31066561 0.32240105 0.32195452 0.31566741 0.3213023 ]
314,Mariah Carey — Memoirs of an imperfect Angel,"['Wonderful Tonight' 'Inevitable' 'Worth It'
 '(Love Will) Turn Back The Hand Of Time' 'A Medio Vivir']",[156.54236806 155.87850059 155.15986625 155.14417568 146.50675137],[69.13900222 69.10248954 68.1990403  67.8740015  64.89474645],[0.44166319 0.44330995 0.43954047 0.43748985 0.44294714]
315,Dansen op zee,"['No Trash in My Trailer' 'Tobacco Road' 'No Time' 'Lost In Love'
 'Falling']",[241.5944714  238.27913968 234.44680895 231.62677983 231.59081562],[67.39900487 65.30326833 64.96908883 65.05631284 65.04536632],[0.27897577 0.27406205 0.27711654 0.28086697 0.28086332]
316,Milk Inc - Forever,"['Inner City Blues' 'Tobacco Road'
 'Christmas Must Be Tonight - Recorded at Spotify Studios NYC' 'South'
 'Fire And The Thud']",[180.98070515 179.46516374 176.96706876 169.597109   167.27630585],[67.63911228 65.30326833 65.75774422 62.68492909 62.2005895 ],[0.37373659 0.36387713 0.37158181 0.36961084 0.3718434 ]
317,spotify test,['Tobacco Road' 'No Time' 'Moving Target' 'Would That I' 'Falling'],[216.65375606 202.07252166 201.79746557 200.57093928 199.53585694],[65.30326833 64.96908883 65.64885006 64.21160215 65.04536632],[0.30141766 0.32151372 0.32532049 0.3201441  0.32598335]
318,RNB Classicos,"['Kiss and Make Up' 'Freek-A-Leek' 'Omen' 'Omen - Radio Edit'
 'If I Ruled the World']",[155.50174332 145.37064973 143.24042202 138.51070768 129.00186634],[71.49661306 67.53181754 65.49845634 64.17544689 59.85803163],[0.45978014 0.46454919 0.45726238 0.46332481 0.46400904]
319,saxo,"['On The Road To Mandalay - Remastered'
 '""You\'re Nothing Without Me (From """"City of Angels"""")""'
 'La Cigarra (The Cicada)' 'Blues Mood' 'Moon Song']",[388.19871736 379.36287528 369.12976227 366.23032989 357.13730799],[67.23552896 66.88704019 66.45222597 64.83012489 62.04294134],[0.17319874 0.17631414 0.18002403 0.17702009 0.17372294]
320,Enigma - The Screen Behind The Mirror,"['Modern Crusaders' 'Piercing The Fog' 'Nebula'
 'Bling (Confession Of A King)' ""Don't Lose Your Head - Remastered 2011""]",[         inf 356.47688729 331.93519881 245.48747612 182.93068287],[41.44281093 39.42149116 41.18184631 38.04960696 27.34907298],[0.         0.11058639 0.12406592 0.15499612 0.14950512]
321,Amy Millan,"['Towers' 'Chander Hashir Bandh Bhengechea' 'Stardust'
 'Sto Morava sto Pogradets' ""You'll Never Know""]",[         inf 456.8895987  445.89852843 440.60785443 419.75323346],[65.87753667 67.21109538 66.42134264 66.7139072  64.49882713],[0.         0.14710577 0.14896067 0.15141334 0.15365892]
322,NICKS PLAYLIST,"['Letter from America - Band Version' 'Tobacco Road' 'Space Monkey'
 'Fire And The Thud' 'Drive']",[188.38979111 187.37810411 181.9747636  181.56051341 173.13227313],[65.43608245 65.30326833 62.87847435 62.2005895  60.34286411],[0.3473441  0.34851067 0.34553404 0.34258875 0.3485362 ]
323,Hairbrush Microphone,"['Home' 'Letter from America - Band Version'
 'Christmas Must Be Tonight - Recorded at Spotify Studios NYC'
 'Frank Sinatra' 'Frank Sinatra']",[211.71682739 208.02992228 207.2550457  200.13622894 200.13622894],[67.2674648  65.43608245 65.75774422 63.41380338 63.41380338],[0.31772375 0.3145513  0.31727934 0.31685319 0.31685319]
324,kont apartımanı,"['May This Be Love' 'Harness Your Hopes - (B-side)' 'Freedom Song'
 'Once I Had a Sweetheart' 'Sunset']",[131.37817471 128.98158575 128.79957687 120.60080713 118.70507069],[67.42047906 67.12038708 65.48681285 62.03426066 61.89425205],[0.51317869 0.52038736 0.50843966 0.51437683 0.52141203]
325,♛ kings ♛,"['Harness Your Hopes - (B-side)' 'Tobacco Road' 'Train Man'
 ""Gideon's Bible"" 'So Fine']",[201.72543639 197.68828587 193.711973   192.50623162 182.35454331],[67.12038708 65.30326833 65.94833161 66.89372704 63.24782302],[0.3327314  0.33033454 0.3404453  0.34748863 0.34683985]
326,Smiths and such,"['Pacer' 'Harness Your Hopes - (B-side)' 'Feels So Good - Single Version'
 'Whiskey Sunrise' ""Miss Judy's Farm""]",[215.52976491 209.56794851 208.9581579  204.42950218 197.01326902],[69.78183245 67.12038708 68.23497796 67.52135824 64.40495454],[0.32376889 0.32027983 0.32654852 0.33029165 0.32690668]
327,Andrea,"[""That's The Bag I'm In"" 'San Franciscan Nights' 'Love Is Blue'
 ""Miss Judy's Farm"" 'Sunset']",[172.75424659 172.04036254 167.63409882 163.90987501 161.19359671],[68.77661187 67.73726972 66.56758396 64.40495454 61.89425205],[0.39811821 0.39372894 0.3971005  0.39292907 0.38397463]
328,Over The Rhine – Ohio,"['Harness Your Hopes - (B-side)' 'Train Man' 'Tobacco Road'
 'May This Be Love' 'Mind']",[216.38045311 211.03326992 209.77652961 206.96082716 197.58430982],[67.12038708 65.94833161 65.30326833 67.42047906 64.13878925],[0.31019617 0.31250206 0.31129921 0.32576445 0.32461479]
329,Vashti Bunyan – Some Things Just Stick in My Mind,"[""It May Be Winter Outside (But In My Heart It's Spring)""
 'No Trash in My Trailer' 'Tobacco Road' ""Gideon's Bible"" 'No Time']",[178.81411262 177.59979762 177.50354178 176.98332338 173.01236033],[66.80384126 67.39900487 65.30326833 66.89372704 64.96908883],[0.37359379 0.37949933 0.3678984  0.37796627 0.37551704]
330,Various Artists – The Ultimate 80's,"[""I Think I'm In Love"" '園遊會' 'Version City - Remastered'
 'Might As Well Get Stoned' 'Ride Captain Ride']",[158.04849805 141.19150996 140.98261105 139.97872338 136.62512576],[67.52902667 60.12952828 58.09231112 59.86511263 57.69694201],[0.42726775 0.42587212 0.41205302 0.42767294 0.42230111]
331,00-u2-u218_singles-2006,"['Spirit In The Sky' 'Night Flight - 1993 Remaster' 'Fire And The Thud'
 'Drive' 'We Used to Wait']",[187.00217064 179.68337393 179.62893424 173.16484016 164.94183588],[65.63263754 62.20555374 62.2005895  60.34286411 56.83624342],[0.3509726  0.34619538 0.34627266 0.34847065 0.34458355]
332,all of me...,"['The Good Stuff' 'Mi Enemigo El Amor' 'Tobacco Road' 'High Flying Bird'
 'Christmas Must Be Tonight - Recorded at Spotify Studios NYC']",[256.03817499 252.0838509  251.6865884  251.21703074 251.20857166],[67.03154892 65.50203167 65.30326833 65.54341668 65.75774422],[0.26180295 0.25984224 0.25946265 0.26090356 0.26176553]
333,7th inning stretch,"[""Don't Misunderstand Me"" 'Mucho Corazón' 'Hold Me' 'Ooh You Make Me Feel'
 ""Can't Get Enough Of Your Love, Babe""]",[161.99215132 161.88917892 158.83924863 154.84815956 145.63702756],[67.40901778 67.41582399 65.12057216 61.88962732 59.64119147],[0.41612521 0.41643193 0.40997784 0.39967945 0.40951942]
334,Leela James – Let's Do It Again,"['Drowning In the Sea of Love' 'Streets of Arklow' ""Doin' Time""
 'Prisoner of the Light' 'Open Up The Gate']",[158.34230764 148.59433881 148.49576126 148.43355618 144.03066755],[68.16834161 67.14396874 67.43661899 67.5931531  65.39016059],[0.43051249 0.45186088 0.45413161 0.4553765  0.45400165]
335,Digable Planets – Blowout Comb,"['Jungle Fever' 'I Got Cha Opin' 'Sacrilegious' 'As Above, so Below'
 'Pony']",[122.2220214  121.01654495 119.62916648 113.10953023  60.76977277],[66.7486357  67.54754792 67.39315454 62.83009966 33.95971002],[0.5461261  0.55816788 0.56335053 0.55548016 0.55882569]
336,archive \ til death,"['In Thee' 'Letter from America - Band Version'
 'The Prettiest Star - 2013 Remaster' 'Finally Found You' ""I'm Alive""]",[373.21974359 335.94868288 330.72334025 318.6071912  311.73264441],[66.26481464 65.43608245 67.13398166 64.17975782 61.88770465],[0.17754906 0.19477999 0.20299136 0.20143851 0.19852815]
337,2014 New Favourites,"['Fire And The Thud' 'Light On' 'Acepta Mi Error'
 'Science Fiction/Double Feature' 'St. Elmos Fire (Man in Motion)']",[500.89675699 479.00482746 471.37794048 439.1942911  413.90972954],[62.2005895  68.79548595 68.0070978  68.71142524 61.36413373],[0.12417846 0.1436217  0.14427297 0.15644881 0.14825487]
338,FLAMENKITO ,"['Whiskey Sunrise' ""Can't Take My Eyes Off You"" 'To The Other Man'
 'Val-Hala' 'Ragged Old Truck']",[138.14856381 136.74371201 136.51545176 133.64989087 130.72221856],[67.52135824 65.97451727 66.69130588 65.18583858 63.65998806],[0.48875903 0.48246838 0.48852569 0.48773582 0.48698675]
339,3/1/13 SuperHexagon,"['Sound Check (Gravity)' 'Outside the Rain - 2016 Remaster' 'Vienna'
 'Big Eyed Beans from Venus' 'Batdance']",[155.3200335  155.22253854 153.50979224 146.82610174 100.32329113],[61.68232986 61.45065836 60.87549985 57.57037124 38.17378179],[0.39713055 0.39588747 0.39655776 0.39209902 0.38050767]
340,Lugna F,"['Desperado' 'Symphony in Blue' 'Brokedown Palace - 2001 Remaster'
 'Only Believe' 'Ghost Train']",[241.85473597 227.36974632 226.08768478 220.77636503 220.27599346],[68.64068524 67.99383194 67.6967049  65.79729514 64.73736591],[0.28380956 0.2990452  0.29942677 0.2980269  0.29389206]
341,Ibibio Sound Machine – Ibibio Sound Machine,"['The Happening' 'Rah Na Sakoge Ham Bin Sajan' 'Dameronia'
 'Glad and Sorry' 'Tootie Flutie']",[155.95449331 152.399408   143.29348734 141.25391014 136.41202272],[65.54065519 63.15984375 61.10022686 56.60773367 57.69249955],[0.420255   0.41443628 0.42639919 0.40075162 0.42292826]
342,Buddy Guy – Sweet Tea,['So Far Away' 'Maya Love' 'Mucho Mungo / Mt. Elga' 'Evil Ways' 'Pony'],[214.78448002 207.7739209  189.33995323 176.6225693  111.6112599 ],[60.69417812 61.99332013 59.78142852 55.31058986 33.95971002],[0.28258177 0.29836911 0.31573594 0.31315698 0.30426778]
343,Echo And The Bunnymen - Songs To Learn And Sing,"[""I'm In Love With You"" 'Waiting for Somebody' ""'Cause I'm A Man""
 'Feels Like Love' 'Fight Fire With Fire']",[652.22162098 553.12786067 498.20795075 466.4373993  444.91778697],[65.81181323 64.0264959  60.60810099 53.36461279 57.34403539],[0.10090407 0.11575352 0.12165222 0.11440895 0.12888681]
344,EVE,"['Daylight/Moonlight' 'Hats off To (Roy) Harper - Remaster'
 'Hats off To (Roy) Harper - Remaster' 'The Crane Wife 3' 'Reborn']",[206.449941   192.11412357 192.11412357 189.60810578 187.48204292],[67.94255519 66.72415392 66.72415392 64.75258319 65.81907248],[0.32909942 0.34731519 0.34731519 0.34150746 0.35106868]
345,Cee Lo Green – CeeLo's Magic Moment,"['Quiet Nights of Quiet Stars (Corcovado)' 'My Darling, I Love You' '1916'
 'Deep River' 'Quiet Nights of Quiet Stars (Corcovado)']",[493.73641811 479.13236909 447.63540464 431.94846254 415.07576941],[70.28713295 67.3786464  65.83829095 70.97643917 70.51647957],[0.1423576  0.14062637 0.14708017 0.16431692 0.16988821]
346,rock&pop mex,"[""Don't Run Away"" 'Zero' 'When I Get You Alone' 'Ven Conmigo'
 ""Get Down (You're the One for Me) - LP Edit No Rap""]",[202.9375684  196.54497036 181.87061277 137.33783044 111.13442902],[70.57894086 68.82647359 63.57318472 47.88302878 38.95000357],[0.34778647 0.35018181 0.34955172 0.34865141 0.35047648]
347,The Allman Brothers Band - The Fillmore Concerts,"['Blue Suede Shoes - Live Berkeley Community Center, Berkeley, CA May 30, 1970'
 'Lullaby of the Leaves' '""Ironside - Theme From """"Ironside""""""'
 'Electricland - 2009 Remaster' 'Electricland - 2009 Remaster']",[124.22701501 118.4665554  117.59724348 117.01163588 117.01163588],[62.93933584 61.35222358 59.920097   58.21868416 58.21868416],[0.50664774 0.51788645 0.50953658 0.49754611 0.49754611]
348,Lang Lang — The 50 Greatest Piano Pieces by Lang Lang,"['Kinderszenen, Op. 15: X. Fast zu ernst'
 'Kinderszenen, Op. 15: X. Fast zu ernst'
 'Variations on a Waltz by Diabelli, Op. 120: Variation 30: Andante, sempre cantabile'
 '3 Morceaux en forme de poire, IES 38: 4. Morceau II'
 '3 Morceaux en forme de poire, IES 38: 4. Morceau II']",[849.56188884 849.56188884 641.92108855 640.64149108 640.64149108],[63.59448972 63.59448972 62.98966472 63.50422297 63.50422297],[0.07485563 0.07485563 0.0981268  0.09912599 0.09912599]
349,Minimal/Deep,"['Honey I Sure Miss You' 'Girl on the Moon' 'Sadeness'
 'Big Eyed Beans from Venus'
 'King Harvest (Has Surely Come) - Live At The Academy Of Music, New York, 1971 / Remastered 2001']",[211.75415472 196.95941908 193.82318063 173.91823283 170.73218443],[67.33001998 65.22477156 63.53218475 57.57037124 56.63124323],[0.31796316 0.33115843 0.32778424 0.33101976 0.33169635]
350,Father of a thousand kids – Showgaze,"['Testarossa' 'Hooked on a Feeling - Fonky Hustle Beat Mix'
 ""Holler If Ya' Hear Me"" ""New Jack Hustler (Nino's Theme)"" ""C'mon Babe""]",[         inf 312.51195224 302.73367263 268.09374254 235.16110094],[54.11053716 53.41274211 49.24653351 44.63988002 42.86305938],[0.         0.17091424 0.1626728  0.16650847 0.18227104]
351,Samo — Inevitable,"['Doce Rosas' ""You're No Good""
 ""Mammas Don't Let Your Babies Grow Up to Be Cowboys"" 'The Model'
 ""Didn't I (Blow Your Mind This Time)""]",[224.42450925 223.63357084 222.89424571 222.2914921  220.31803511],[66.67616278 67.92230849 67.38501413 67.95979361 67.29174039],[0.2970984  0.30372143 0.30231832 0.30572377 0.30543001]
352,Violadores Del Verso – Vivir Para Contarlo,"['You Send Me' ""You're My Everything""
 ""You Can't Lose What You Ain't Never Had"" 'Hero (Unplugged)'
 'Epistrophy - Alternate Take']",[666.58133443 653.86221075 639.31653449 596.34792433 573.66447712],[66.44130173 64.70533171 67.87942772 69.82727949 66.3916834 ],[0.09967471 0.09895867 0.10617499 0.11709151 0.1157326 ]
353,Neuman — Plastic Heaven,"['Love Is Blue' 'Sunset' 'One Tree Hill - Remastered 2007' 'One Tree Hill'
 'One Tree Hill']",[166.27299333 146.30985893 141.42916849 138.28751503 138.28751503],[66.56758396 61.89425205 59.98524833 59.19419717 59.19419717],[0.40035115 0.42303542 0.42413633 0.42805164 0.42805164]
